Year,Quarter,Type_of_application,Category_of_leave,Industry,Applications
2017,2017 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Education,32
2017,2017 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,2
2017,2017 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",27
2017,2017 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,14
2017,2017 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,1
2017,2017 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,37
2017,2017 Q3,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",5
2017,2017 Q3,Visa,Worker (Previously Tier 2),Mining and Quarrying,148
2017,2017 Q3,Visa,Worker (Previously Tier 2),Manufacturing,654
2017,2017 Q3,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",61
2017,2017 Q3,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",6
2017,2017 Q3,Visa,Worker (Previously Tier 2),Construction,134
2017,2017 Q3,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,185
2017,2017 Q3,Visa,Worker (Previously Tier 2),Transportation and Storage,156
2017,2017 Q3,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,68
2017,2017 Q3,Visa,Worker (Previously Tier 2),Information and Communications,5642
2017,2017 Q3,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,1960
2017,2017 Q3,Visa,Worker (Previously Tier 2),Real estate activities,35
2017,2017 Q3,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",2370
2017,2017 Q3,Visa,Worker (Previously Tier 2),Administrative and support service activities,151
2017,2017 Q3,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,48
2017,2017 Q3,Visa,Worker (Previously Tier 2),Education,1116
2017,2017 Q3,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,1969
2017,2017 Q3,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",276
2017,2017 Q3,Visa,Worker (Previously Tier 2),Other Service Activities,102
2017,2017 Q3,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,2
2017,2017 Q3,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,10
2017,2017 Q3,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",1
2017,2017 Q3,Visa,Temporary Worker (Previously Tier 5),Manufacturing,45
2017,2017 Q3,Visa,Temporary Worker (Previously Tier 5),Construction,1
2017,2017 Q3,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,86
2017,2017 Q3,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,61
2017,2017 Q3,Visa,Temporary Worker (Previously Tier 5),Information and Communications,238
2017,2017 Q3,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,1
2017,2017 Q3,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",137
2017,2017 Q3,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,1052
2017,2017 Q3,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,24
2017,2017 Q3,Visa,Temporary Worker (Previously Tier 5),Education,1438
2017,2017 Q3,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,507
2017,2017 Q3,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",8155
2017,2017 Q3,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,711
2017,2017 Q3,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,10
2017,2017 Q3,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,102
2017,2017 Q3,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",3
2017,2017 Q3,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,72
2017,2017 Q3,Extensions of stay,Worker (Previously Tier 2),Manufacturing,377
2017,2017 Q3,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",46
2017,2017 Q3,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",3
2017,2017 Q3,Extensions of stay,Worker (Previously Tier 2),Construction,107
2017,2017 Q3,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,165
2017,2017 Q3,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,36
2017,2017 Q3,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,71
2017,2017 Q3,Extensions of stay,Worker (Previously Tier 2),Information and Communications,1439
2017,2017 Q3,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,1306
2017,2017 Q3,Extensions of stay,Worker (Previously Tier 2),Real estate activities,34
2017,2017 Q3,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",1685
2017,2017 Q3,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,105
2017,2017 Q3,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,49
2017,2017 Q3,Extensions of stay,Worker (Previously Tier 2),Education,1286
2017,2017 Q3,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,2154
2017,2017 Q3,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",131
2017,2017 Q3,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,62
2017,2017 Q3,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,3
2017,2017 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,1
2017,2017 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",12
2017,2017 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,45
2017,2017 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,2
2017,2017 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Education,57
2017,2017 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,5
2017,2017 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",44
2017,2017 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,14
2017,2017 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,7
2017,2017 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,23
2017,2017 Q4,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",3
2017,2017 Q4,Visa,Worker (Previously Tier 2),Mining and Quarrying,145
2017,2017 Q4,Visa,Worker (Previously Tier 2),Manufacturing,573
2017,2017 Q4,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",48
2017,2017 Q4,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",3
2017,2017 Q4,Visa,Worker (Previously Tier 2),Construction,85
2017,2017 Q4,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,161
2017,2017 Q4,Visa,Worker (Previously Tier 2),Transportation and Storage,84
2017,2017 Q4,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,68
2017,2017 Q4,Visa,Worker (Previously Tier 2),Information and Communications,4951
2017,2017 Q4,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,1484
2017,2017 Q4,Visa,Worker (Previously Tier 2),Real estate activities,36
2017,2017 Q4,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",1960
2017,2017 Q4,Visa,Worker (Previously Tier 2),Administrative and support service activities,109
2017,2017 Q4,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,40
2017,2017 Q4,Visa,Worker (Previously Tier 2),Education,708
2017,2017 Q4,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,1808
2017,2017 Q4,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",231
2017,2017 Q4,Visa,Worker (Previously Tier 2),Other Service Activities,88
2017,2017 Q4,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,8
2017,2017 Q4,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",2
2017,2017 Q4,Visa,Temporary Worker (Previously Tier 5),Manufacturing,2
2017,2017 Q4,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,56
2017,2017 Q4,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,55
2017,2017 Q4,Visa,Temporary Worker (Previously Tier 5),Information and Communications,198
2017,2017 Q4,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,1
2017,2017 Q4,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",89
2017,2017 Q4,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,427
2017,2017 Q4,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,9
2017,2017 Q4,Visa,Temporary Worker (Previously Tier 5),Education,911
2017,2017 Q4,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,322
2017,2017 Q4,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",7158
2017,2017 Q4,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,427
2017,2017 Q4,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,3
2017,2017 Q4,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,68
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",4
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,43
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Manufacturing,326
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",36
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",5
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Construction,99
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,153
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,49
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,83
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Information and Communications,1526
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,1013
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Real estate activities,39
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",1435
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,116
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,32
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Education,1232
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,1219
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",123
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,94
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,2
2017,2017 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,3
2017,2017 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,3
2017,2017 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",11
2017,2017 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,34
2017,2017 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Education,81
2017,2017 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,5
2017,2017 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",29
2017,2017 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,7
2017,2017 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,4
2017,2017 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,26
2018,2018 Q1,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",3
2018,2018 Q1,Visa,Worker (Previously Tier 2),Mining and Quarrying,166
2018,2018 Q1,Visa,Worker (Previously Tier 2),Manufacturing,666
2018,2018 Q1,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",33
2018,2018 Q1,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",3
