Year,Quarter,Type_of_application,Category_of_leave,Industry,Applications
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,113
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,2
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,1
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,148
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",11
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",363
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),Construction,167
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),Education,1327
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",61
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,1686
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,2395
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),Information and Communications,4141
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),Manufacturing,480
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,67
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,362
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",2297
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,68
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),Real estate activities,84
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,91
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",10
2021,2021 Q2,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,221
2021,2021 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,2
2021,2021 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,36
2021,2021 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,1
2021,2021 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,344
2021,2021 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",4
2021,2021 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",453
2021,2021 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Education,103
2021,2021 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,1
2021,2021 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,11
2021,2021 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,52
2021,2021 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Manufacturing,2
2021,2021 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,24
2021,2021 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",16
2021,2021 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,8
2021,2021 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,17
2021,2021 Q2,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,223
2021,2021 Q2,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,5
2021,2021 Q2,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,3
2021,2021 Q2,Visa,Worker (Previously Tier 2),Administrative and support service activities,68
2021,2021 Q2,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",13
2021,2021 Q2,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",384
2021,2021 Q2,Visa,Worker (Previously Tier 2),Construction,267
2021,2021 Q2,Visa,Worker (Previously Tier 2),Education,759
2021,2021 Q2,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",99
2021,2021 Q2,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,1510
2021,2021 Q2,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,5717
2021,2021 Q2,Visa,Worker (Previously Tier 2),Information and Communications,2345
2021,2021 Q2,Visa,Worker (Previously Tier 2),Manufacturing,673
2021,2021 Q2,Visa,Worker (Previously Tier 2),Mining and Quarrying,129
2021,2021 Q2,Visa,Worker (Previously Tier 2),Other Service Activities,283
2021,2021 Q2,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",1976
2021,2021 Q2,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,84
2021,2021 Q2,Visa,Worker (Previously Tier 2),Real estate activities,45
2021,2021 Q2,Visa,Worker (Previously Tier 2),Transportation and Storage,93
2021,2021 Q2,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",10
2021,2021 Q2,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,208
2021,2021 Q2,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,17
2021,2021 Q2,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,52
2021,2021 Q2,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,7
2021,2021 Q2,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,627
2021,2021 Q2,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",6824
2021,2021 Q2,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",842
2021,2021 Q2,Visa,Temporary Worker (Previously Tier 5),Education,6311
2021,2021 Q2,Visa,Temporary Worker (Previously Tier 5),"Electricity, gas, steam and air conditioning supply",2
2021,2021 Q2,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,1
2021,2021 Q2,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,187
2021,2021 Q2,Visa,Temporary Worker (Previously Tier 5),Information and Communications,111
2021,2021 Q2,Visa,Temporary Worker (Previously Tier 5),Manufacturing,6
2021,2021 Q2,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,331
2021,2021 Q2,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",393
2021,2021 Q2,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,7
2021,2021 Q2,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,31
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,190
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,192
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",7
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",436
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Construction,190
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Education,1608
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",66
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,2454
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,7202
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Information and Communications,4250
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Manufacturing,532
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,85
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,454
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",3192
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,114
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Real estate activities,79
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,113
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",8
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,335
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,5
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,48
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,4
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,386
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",1699
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Education,56
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,2
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,2
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,131
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Manufacturing,44
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,34
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",29
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,4
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,6
2021,2021 Q3,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,386
2021,2021 Q3,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,4
2021,2021 Q3,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,4
2021,2021 Q3,Visa,Worker (Previously Tier 2),Administrative and support service activities,133
2021,2021 Q3,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",32
2021,2021 Q3,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",720
2021,2021 Q3,Visa,Worker (Previously Tier 2),Construction,381
2021,2021 Q3,Visa,Worker (Previously Tier 2),Education,1550
2021,2021 Q3,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",169
2021,2021 Q3,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,2360
2021,2021 Q3,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,7711
2021,2021 Q3,Visa,Worker (Previously Tier 2),Information and Communications,4327
2021,2021 Q3,Visa,Worker (Previously Tier 2),Manufacturing,981
2021,2021 Q3,Visa,Worker (Previously Tier 2),Mining and Quarrying,134
2021,2021 Q3,Visa,Worker (Previously Tier 2),Other Service Activities,653
2021,2021 Q3,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",3327
2021,2021 Q3,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,87
2021,2021 Q3,Visa,Worker (Previously Tier 2),Real estate activities,56
2021,2021 Q3,Visa,Worker (Previously Tier 2),Transportation and Storage,141
2021,2021 Q3,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",20
2021,2021 Q3,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,309
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,15
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,102
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,8
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,394
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",6827
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",1370
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Education,2003
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),"Electricity, gas, steam and air conditioning supply",32
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,6
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,508
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Information and Communications,180
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Manufacturing,1
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Mining and Quarrying,16
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,575
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",152
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,11
2021,2021 Q3,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,119
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,341
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,2
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,2
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,192
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",12
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",411
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),Construction,236
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),Education,1747
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",106
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,2076
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,7823
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),Information and Communications,5159
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),Manufacturing,549
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,77
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,519
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",3106
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,143
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),Real estate activities,82
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,119
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",21
2021,2021 Q4,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,396
2021,2021 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,3
2021,2021 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,32
2021,2021 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,6
2021,2021 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,384
2021,2021 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",9
2021,2021 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",2574
2021,2021 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Education,63
2021,2021 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,1
2021,2021 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,6
2021,2021 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,67
2021,2021 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Manufacturing,11
2021,2021 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,54
2021,2021 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",17
2021,2021 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,2
2021,2021 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,8
2021,2021 Q4,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,796
2021,2021 Q4,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,3
2021,2021 Q4,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,2
2021,2021 Q4,Visa,Worker (Previously Tier 2),Administrative and support service activities,221
2021,2021 Q4,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",70
2021,2021 Q4,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",752
2021,2021 Q4,Visa,Worker (Previously Tier 2),Construction,352
2021,2021 Q4,Visa,Worker (Previously Tier 2),Education,1232
2021,2021 Q4,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",123
2021,2021 Q4,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,2192
2021,2021 Q4,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,8990
2021,2021 Q4,Visa,Worker (Previously Tier 2),Information and Communications,4750
2021,2021 Q4,Visa,Worker (Previously Tier 2),Manufacturing,1025
2021,2021 Q4,Visa,Worker (Previously Tier 2),Mining and Quarrying,98
2021,2021 Q4,Visa,Worker (Previously Tier 2),Other Service Activities,722
2021,2021 Q4,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",3555
2021,2021 Q4,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,97
2021,2021 Q4,Visa,Worker (Previously Tier 2),Real estate activities,61
2021,2021 Q4,Visa,Worker (Previously Tier 2),Transportation and Storage,174
2021,2021 Q4,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",17
2021,2021 Q4,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,323
2021,2021 Q4,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,23
2021,2021 Q4,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,66
2021,2021 Q4,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,5
2021,2021 Q4,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,361
2021,2021 Q4,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",5169
2021,2021 Q4,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",1658
2021,2021 Q4,Visa,Temporary Worker (Previously Tier 5),Education,1676
2021,2021 Q4,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,267
2021,2021 Q4,Visa,Temporary Worker (Previously Tier 5),Information and Communications,79
2021,2021 Q4,Visa,Temporary Worker (Previously Tier 5),Manufacturing,1
2021,2021 Q4,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,479
2021,2021 Q4,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",228
2021,2021 Q4,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,7
2021,2021 Q4,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,29
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,350
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,10
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,2
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,191
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",9
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",445
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),Construction,221
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),Education,1434
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",86
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,2090
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,8766
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),Information and Communications,4606
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),Manufacturing,581
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,89
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,533
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",2963
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,111
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),Real estate activities,78
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,96
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",18
2022,2022 Q1,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,391
2022,2022 Q1,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,943
2022,2022 Q1,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,3
2022,2022 Q1,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,7
2022,2022 Q1,Visa,Worker (Previously Tier 2),Administrative and support service activities,173
2022,2022 Q1,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",56
2022,2022 Q1,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",1369
2022,2022 Q1,Visa,Worker (Previously Tier 2),Construction,416
2022,2022 Q1,Visa,Worker (Previously Tier 2),Education,942
2022,2022 Q1,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",129
2022,2022 Q1,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,2194
2022,2022 Q1,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,11139
2022,2022 Q1,Visa,Worker (Previously Tier 2),Information and Communications,5130
2022,2022 Q1,Visa,Worker (Previously Tier 2),Manufacturing,1493
2022,2022 Q1,Visa,Worker (Previously Tier 2),Mining and Quarrying,137
2022,2022 Q1,Visa,Worker (Previously Tier 2),Other Service Activities,743
2022,2022 Q1,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",3748
2022,2022 Q1,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,103
2022,2022 Q1,Visa,Worker (Previously Tier 2),Real estate activities,58
2022,2022 Q1,Visa,Worker (Previously Tier 2),Transportation and Storage,284
2022,2022 Q1,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",14
2022,2022 Q1,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,364
2022,2022 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,1
2022,2022 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,19
2022,2022 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,1
2022,2022 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,486
2022,2022 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",2
2022,2022 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",2913
2022,2022 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Education,62
2022,2022 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,1
2022,2022 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,15
2022,2022 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,100
2022,2022 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Manufacturing,1
2022,2022 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,47
2022,2022 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",16
2022,2022 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,2
2022,2022 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,3
2022,2022 Q1,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,7
2022,2022 Q1,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,88
2022,2022 Q1,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,7
2022,2022 Q1,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,381
2022,2022 Q1,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",4556
2022,2022 Q1,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",1812
2022,2022 Q1,Visa,Temporary Worker (Previously Tier 5),Education,2574
2022,2022 Q1,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,1
2022,2022 Q1,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,262
2022,2022 Q1,Visa,Temporary Worker (Previously Tier 5),Information and Communications,91
2022,2022 Q1,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,426
2022,2022 Q1,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",240
2022,2022 Q1,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,8
2022,2022 Q1,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,35
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,351
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,2
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,2
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,147
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",16
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",474
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),Construction,180
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),Education,808
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",65
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,1878
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,7922
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),Information and Communications,2639
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),Manufacturing,461
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,77
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,511
